Date,Open,High,Low,Close,Adj Close,Volume
2021-03-26,150.21,151.63,147.74,150.2,150.09,7433230
2021-03-27,150.36,154.31,149.28,150.13,150.16,8184620
2021-03-28,154.42,157.59,150.42,153.12,153.23,5209689
2021-03-29,150.4,154.03,146.56,150.22,149.98,9135800
2021-03-30,153.83,155.1,148.36,151.86,151.9,13386189
2021-03-31,150.79,153.68,149.55,150.37,150.51,5152109
2021-04-01,146.8,150.71,146.02,148.1,148.04,3605822
2021-04-02,148.46,152.2,146.61,147.9,148.01,1117369
2021-04-03,145.24,149.2,143.3,144.96,145.37,14327902
2021-04-04,144.4,144.59,141.63,143.47,143.46,13107735
2021-04-05,140.62,143.51,137.25,140.15,140.2,7380858
2021-04-06,145.67,146.13,145.28,145.77,145.66,3350876
2021-04-07,145.09,148.46,144.8,145.99,146.01,8031401
2021-04-08,143.91,145.41,142.13,144.06,144.13,9169183
2021-04-09,144.18,146.23,141.12,144.79,144.82,12761936
2021-04-10,144.16,146.21,143.21,144.58,144.44,4619047
2021-04-11,144.48,147.23,141.24,144.06,144.09,11620345
2021-04-12,147.16,148.74,144.7,145.94,146.16,3867695
2021-04-13,148.57,151.87,144.31,148.27,148.34,12154455
2021-04-14,145.94,148.69,142.0,146.82,146.96,11136684
2021-04-15,145.57,146.0,143.85,145.24,145.21,6347006
2021-04-16,145.43,148.88,143.45,144.56,144.67,2650522
2021-04-17,137.6,139.3,135.82,138.02,138.06,6408792
2021-04-18,133.86,135.77,132.79,133.95,133.82,6242042
2021-04-19,137.73,140.6,134.9,137.72,137.76,7060319
2021-04-20,141.8,143.88,138.26,142.36,142.22,8971153
2021-04-21,142.22,142.6,138.86,141.77,141.68,10555821
2021-04-22,143.43,145.21,139.85,143.51,143.54,1907153
2021-04-23,144.82,148.94,142.71,144.52,144.56,3714660
2021-04-24,152.85,156.55,152.01,153.54,153.35,14657881
2021-04-25,156.75,160.31,153.24,157.1,157.26,6824648
2021-04-26,157.39,160.43,155.02,156.82,156.91,12389435
2021-04-27,153.66,154.99,150.52,153.95,153.84,2923298
2021-04-28,150.41,152.39,147.81,149.13,148.9,4625279
2021-04-29,149.55,153.27,149.05,149.85,149.83,13425031
2021-04-30,147.87,148.45,143.31,147.71,147.64,9910005
2021-05-01,144.29,145.6,142.83,143.62,143.64,1792425
2021-05-02,140.87,143.16,136.69,141.88,141.83,4110997
2021-05-03,137.7,140.8,133.66,138.92,138.65,6336530
2021-05-04,142.63,147.95,139.2,143.72,143.67,13293021
2021-05-05,147.3,147.73,143.43,146.37,146.33,2566772
2021-05-06,146.06,148.82,143.47,146.47,146.56,4001179
2021-05-07,152.85,153.8,146.98,150.92,150.81,1052066
2021-05-08,150.85,155.68,149.43,151.27,151.53,3471146
2021-05-09,148.93,149.56,146.62,148.79,148.5,6259018
2021-05-10,154.62,156.59,150.53,153.44,153.64,7410014
2021-05-11,156.77,160.28,153.21,155.22,155.18,9647088
2021-05-12,153.69,156.98,150.08,152.12,152.25,7729199
2021-05-13,152.58,154.6,150.06,151.66,151.67,6514214
2021-05-14,149.89,151.55,146.54,149.13,149.3,9218723
2021-05-15,145.55,147.38,141.4,145.12,145.07,5183005
2021-05-16,148.5,149.79,146.92,147.93,147.76,14709910
2021-05-17,153.27,154.76,148.96,153.69,153.91,9051090
2021-05-18,148.91,151.76,145.78,149.52,149.5,13140939
2021-05-19,151.32,152.65,147.56,151.32,151.36,10399822
2021-05-20,149.35,150.87,146.79,149.47,149.66,13469162
2021-05-21,147.8,151.11,144.31,148.14,147.98,5171364
2021-05-22,147.01,151.29,146.29,146.5,146.59,7417060
2021-05-23,144.77,147.45,140.52,144.09,144.0,11324430
2021-05-24,144.41,144.87,144.03,144.34,144.32,6362204
2021-05-25,143.11,143.56,138.25,142.06,142.07,3573937
2021-05-26,142.12,147.03,137.89,142.94,142.73,5197739
2021-05-27,142.77,144.29,141.41,142.91,142.8,11325121
2021-05-28,141.83,142.86,140.83,142.34,142.53,4305742
2021-05-29,138.57,142.44,135.35,139.87,140.0,8006451
2021-05-30,138.31,141.01,137.16,138.37,138.36,2470851
2021-05-31,140.49,143.36,136.82,140.57,140.61,1712917
2021-06-01,143.17,144.42,141.53,142.09,142.05,12324581
2021-06-02,139.87,140.07,138.78,139.43,139.62,3936598
2021-06-03,139.1,143.87,135.01,139.82,139.79,8766074
2021-06-04,143.35,144.53,139.11,142.03,142.06,5486745
2021-06-05,138.24,141.09,133.89,137.4,137.56,7859634
2021-06-06,139.41,142.41,137.56,139.0,138.9,7574922
2021-06-07,137.12,139.84,134.29,137.27,137.49,12045787
2021-06-08,138.28,140.35,135.76,138.95,138.74,10840119
2021-06-09,136.69,138.15,134.16,136.94,137.16,3700993
2021-06-10,132.83,135.26,129.36,132.11,132.06,13591226
2021-06-11,129.12,132.49,125.65,127.91,127.88,10006727
2021-06-12,129.13,132.8,126.41,128.14,127.89,5007324
2021-06-13,128.59,129.43,127.43,128.91,128.85,4515530
2021-06-14,125.97,127.37,123.03,126.68,126.55,9203492
2021-06-15,128.49,132.14,127.43,128.4,128.32,12308305
2021-06-16,123.13,127.01,120.54,124.23,124.22,1641462
2021-06-17,124.37,127.68,123.2,124.17,124.29,7437885
2021-06-18,121.17,122.09,118.85,121.26,121.28,3327089
2021-06-19,119.5,121.94,116.79,119.78,119.81,1544653
2021-06-20,119.03,122.54,118.15,119.98,119.85,13884085
2021-06-21,118.32,120.77,117.69,118.02,117.91,6506761
2021-06-22,116.89,118.71,116.33,117.2,117.41,1393186
2021-06-23,118.96,119.83,116.75,119.66,119.57,6972872
2021-06-24,116.67,120.49,113.68,118.37,118.57,4755490
2021-06-25,120.43,121.45,120.15,120.44,120.41,13923274
2021-06-26,118.86,120.53,115.19,117.82,117.82,8071422
2021-06-27,120.15,123.61,117.86,119.16,119.29,4304299
2021-06-28,122.41,124.23,120.59,122.69,122.85,5959691
2021-06-29,116.37,119.69,113.12,116.73,116.71,7532930
2021-06-30,115.23,115.97,113.74,114.96,114.91,10151398
2021-07-01,115.8,118.76,114.12,116.38,116.37,2750093
2021-07-02,116.17,119.58,115.84,116.0,116.04,7216631
2021-07-03,117.4,117.86,116.56,116.95,117.06,2220682
2021-07-04,116.34,116.49,114.65,115.63,115.63,6243174
2021-07-05,115.87,117.5,115.66,115.93,116.0,6005332
2021-07-06,115.54,116.08,113.31,115.66,115.85,3895018
2021-07-07,117.93,121.14,116.35,118.45,118.5,14931730
2021-07-08,118.66,122.43,116.65,119.15,119.19,7820399
2021-07-09,119.91,121.68,119.18,120.05,119.87,1607317
2021-07-10,119.37,120.39,118.01,119.16,118.84,6551252
2021-07-11,118.63,120.24,115.7,118.09,118.13,11489531
2021-07-12,116.69,119.74,113.31,117.16,117.15,6579123
2021-07-13,119.06,119.21,117.89,118.18,118.12,2693675
2021-07-14,117.12,119.4,113.98,117.28,117.31,1974303
2021-07-15,118.04,120.27,115.95,118.05,118.05,13383025
2021-07-16,122.59,125.45,120.46,123.05,123.19,6211276
2021-07-17,123.77,126.29,121.85,125.29,125.3,9709188
2021-07-18,125.12,127.84,124.2,124.57,124.48,4253507
2021-07-19,128.14,128.6,127.2,127.66,127.79,14232091
2021-07-20,126.55,127.58,124.22,126.73,126.7,3876237
2021-07-21,121.7,124.92,120.34,121.66,121.72,4631047
2021-07-22,119.61,122.3,116.01,119.31,119.25,5973064
2021-07-23,114.04,115.1,112.58,114.94,114.86,7848120
2021-07-24,113.92,115.16,113.33,114.22,114.23,10425266
2021-07-25,114.81,115.64,111.87,114.35,114.36,1480674
2021-07-26,117.54,119.33,116.42,118.28,118.34,6320804
2021-07-27,119.32,120.3,117.21,119.15,119.12,5747924
2021-07-28,117.92,119.06,115.41,118.72,118.5,7684601
2021-07-29,121.07,122.8,117.51,120.79,120.73,8911057
2021-07-30,115.52,118.11,112.75,115.54,115.63,9781664
2021-07-31,115.24,118.34,112.86,116.18,116.14,13671943
2021-08-01,118.75,121.19,115.62,118.06,118.03,4612914
2021-08-02,114.24,115.05,111.0,114.66,114.78,9571632
2021-08-03,116.9,120.74,115.78,117.38,117.3,10464656
2021-08-04,118.39,121.38,118.15,118.27,118.09,3157098
2021-08-05,118.05,120.93,116.34,117.38,117.36,1944353
2021-08-06,118.36,121.92,117.49,118.96,118.9,12798021
2021-08-07,124.5,127.99,121.94,124.46,124.34,10439949
2021-08-08,125.28,127.38,122.59,125.01,124.99,13888130
2021-08-09,126.17,127.02,123.44,125.73,125.79,13218979
2021-08-10,124.79,127.14,124.49,124.68,124.67,6868555
2021-08-11,122.43,125.42,119.72,122.66,122.69,11212588
2021-08-12,124.27,127.59,122.98,124.79,125.02,11355457
2021-08-13,122.81,124.79,120.26,122.75,122.71,2721742
2021-08-14,122.37,123.4,120.27,123.03,123.06,14256528
2021-08-15,120.17,123.39,118.86,121.95,121.89,13948959
2021-08-16,123.49,126.91,122.61,123.22,123.11,14101702
2021-08-17,124.7,126.94,123.67,124.14,124.07,4295453
2021-08-18,125.32,128.92,122.17,126.81,126.75,6870747
2021-08-19,124.99,126.73,121.53,125.62,125.67,13014221
2021-08-20,125.43,126.9,122.56,125.04,125.34,11525099
2021-08-21,123.96,127.3,122.21,122.7,122.61,12953309
2021-08-22,121.72,124.19,120.16,121.7,121.65,9229840
2021-08-23,122.27,125.64,119.57,122.72,122.71,1304543
2021-08-24,124.56,126.44,121.62,124.68,124.73,13364781
2021-08-25,123.32,125.7,121.93,122.48,122.51,4112261
2021-08-26,124.3,125.73,124.18,124.7,124.86,2456498
2021-08-27,127.67,130.94,124.91,128.19,127.87,13086533
2021-08-28,129.04,131.08,127.57,129.35,129.04,13557594
2021-08-29,133.67,136.16,132.55,134.31,134.24,5713297
2021-08-30,132.42,135.04,132.15,132.34,132.48,12479895
2021-08-31,130.2,133.86,126.99,129.15,128.94,10101540
2021-09-01,124.86,125.21,121.45,124.66,124.28,10369879
2021-09-02,128.32,131.69,124.63,128.49,128.56,7423841
2021-09-03,130.08,131.5,127.82,130.27,130.3,10380814
2021-09-04,129.21,132.04,127.15,130.23,130.09,3238154
2021-09-05,131.64,131.86,130.61,131.06,130.93,9391893
2021-09-06,128.17,129.46,126.0,128.22,128.09,3657303
2021-09-07,134.47,136.69,132.85,134.59,134.61,6390656
2021-09-08,137.2,137.56,132.53,135.05,134.96,12421969
2021-09-09,135.65,137.72,133.79,135.45,135.52,11093099
2021-09-10,137.01,141.36,135.92,137.52,137.13,10770296
2021-09-11,138.66,139.52,138.14,138.96,138.84,9324458
2021-09-12,140.49,143.75,138.28,139.69,139.53,10491099
2021-09-13,137.67,139.45,137.07,137.59,137.56,7663143
2021-09-14,138.0,141.78,137.16,139.0,138.93,1665979
2021-09-15,145.01,146.25,140.07,144.35,144.46,6446342
2021-09-16,147.85,149.18,145.8,148.35,148.07,1784278
2021-09-17,154.63,155.5,150.67,153.19,153.2,9896161
2021-09-18,152.57,153.03,147.75,151.75,151.83,10365386
2021-09-19,148.53,149.82,144.1,148.86,149.14,8806421
2021-09-20,149.56,152.59,145.95,148.61,148.54,5084457
2021-09-21,148.94,152.9,145.24,148.89,148.94,3470562
2021-09-22,152.92,156.68,150.68,152.27,152.0,8104627
2021-09-23,147.6,150.68,145.79,147.24,146.89,11926684
2021-09-24,151.22,152.5,149.3,151.86,151.99,4798057
2021-09-25,151.02,152.92,147.92,151.5,151.5,4198747
2021-09-26,151.1,152.61,147.21,150.33,150.51,14838714
2021-09-27,147.16,148.62,145.67,147.41,147.21,6476049
2021-09-28,142.36,144.92,141.67,142.65,142.72,14114573
2021-09-29,144.42,147.51,141.62,145.11,145.38,2902871
2021-09-30,145.75,147.4,144.75,145.44,145.5,10010823
2021-10-01,143.26,144.88,139.28,141.8,141.84,2811049
2021-10-02,137.5,141.7,134.6,138.24,138.24,9734837
2021-10-03,137.44,140.73,134.5,137.43,137.21,10555180
2021-10-04,143.13,144.55,138.87,142.12,142.31,5757812
2021-10-05,141.44,145.39,137.72,141.5,141.41,11878407
2021-10-06,137.67,141.61,135.23,137.36,137.43,6758851
2021-10-07,136.07,138.23,133.05,136.79,136.58,14114842
2021-10-08,136.45,137.99,133.57,136.16,135.99,9468579
2021-10-09,128.8,130.94,127.97,128.92,129.11,11261808
2021-10-10,129.52,133.18,128.66,128.88,128.84,10954657
2021-10-11,129.15,132.57,127.2,128.39,128.58,5591901
2021-10-12,131.97,132.49,128.48,130.28,130.27,3849095
2021-10-13,135.6,137.28,132.65,135.2,134.95,14924414
2021-10-14,138.58,140.95,134.81,138.36,138.48,10704110
2021-10-15,137.86,140.01,136.8,137.73,137.64,13768696
2021-10-16,134.55,135.68,133.92,134.79,134.88,14868324
2021-10-17,142.07,145.75,137.73,141.83,141.84,7779617
2021-10-18,141.9,145.05,141.32,142.11,141.89,10587718
2021-10-19,142.39,145.99,140.15,142.27,142.29,1846462
2021-10-20,143.25,146.96,139.75,142.31,142.62,1723879
2021-10-21,142.27,146.24,139.89,142.99,143.06,13377179
2021-10-22,143.5,145.48,142.19,142.69,142.68,4332006
2021-10-23,142.1,144.76,140.79,141.17,141.32,2619814
2021-10-24,139.65,140.53,139.09,139.74,139.77,2444315
2021-10-25,138.27,142.63,135.79,139.76,139.79,2502718
2021-10-26,137.93,139.21,135.61,138.35,138.2,14772237
2021-10-27,137.37,140.28,135.43,136.49,136.52,3828340
2021-10-28,136.87,137.94,134.2,136.89,137.03,2194737
2021-10-29,135.62,136.9,132.26,136.3,136.19,12932133
2021-10-30,140.15,141.32,139.84,140.51,140.71,7696579
2021-10-31,133.73,133.87,131.11,133.17,133.16,1398825
2021-11-01,136.56,139.54,133.33,136.19,136.06,14654424
2021-11-02,139.52,142.79,138.36,139.69,139.83,2885190
2021-11-03,133.76,136.14,132.43,134.01,133.97,5695781
2021-11-04,132.94,133.95,130.44,133.2,133.3,6091995
2021-11-05,131.7,132.77,128.14,132.31,132.27,1230596
2021-11-06,129.73,129.94,125.54,128.69,128.69,5993899
2021-11-07,126.59,127.53,124.32,126.8,126.86,12267806
2021-11-08,124.84,128.19,121.33,124.08,124.12,5122990
2021-11-09,129.51,130.54,127.04,128.53,128.27,13494418
2021-11-10,131.69,133.17,128.47,131.04,130.89,12131259
2021-11-11,134.18,135.02,132.23,134.47,134.6,10822090
2021-11-12,136.8,137.82,135.63,136.52,136.5,7497127
2021-11-13,133.53,135.69,130.68,133.55,133.48,1294358
2021-11-14,131.66,134.72,129.4,132.25,132.07,8594902
2021-11-15,133.87,134.96,132.13,133.65,133.51,8833276
2021-11-16,129.73,130.84,126.17,130.49,130.23,3873798
2021-11-17,133.25,134.89,132.25,132.46,132.45,5721005
2021-11-18,131.62,132.96,130.29,131.93,131.85,10970977
2021-11-19,131.18,132.14,130.7,131.05,130.92,5970345
2021-11-20,133.2,137.04,129.92,133.01,133.0,12374994
2021-11-21,134.13,136.84,131.26,134.3,134.35,10570361
2021-11-22,133.83,136.13,132.02,133.44,133.72,2247752
2021-11-23,136.32,138.42,133.51,136.64,136.43,13973359
2021-11-24,134.38,136.18,132.13,133.8,133.95,5695154
2021-11-25,134.64,137.81,131.55,135.55,135.68,6357777
2021-11-26,137.35,140.27,135.32,137.27,137.16,6301288
2021-11-27,137.85,140.8,134.76,136.53,136.55,12703087
2021-11-28,136.84,138.35,132.99,137.53,137.46,1116908
2021-11-29,133.74,136.28,132.63,134.2,134.22,3343145
2021-11-30,137.13,138.91,136.17,136.78,136.99,12764504
2021-12-01,136.51,140.09,133.94,136.39,136.47,6846899
2021-12-02,135.31,137.92,131.14,135.07,135.14,7796877
2021-12-03,138.35,140.62,136.36,138.01,137.95,1851563
2021-12-04,136.61,137.2,135.8,136.18,135.98,10239320
2021-12-05,133.19,135.66,131.02,132.45,132.42,13336530
2021-12-06,128.7,129.26,126.42,128.43,128.59,6360678
2021-12-07,129.94,131.49,129.2,130.09,129.89,10029750
2021-12-08,127.29,127.95,124.32,126.87,126.73,9626510
2021-12-09,132.67,135.46,127.49,131.42,131.44,7612303
2021-12-10,125.97,126.93,124.19,126.05,125.93,11548839
2021-12-11,129.79,132.04,128.33,130.43,130.33,10983049
2021-12-12,131.81,135.37,129.43,131.08,131.03,9127678
2021-12-13,130.86,131.84,130.29,130.94,130.76,9212803
2021-12-14,128.21,131.65,124.79,129.61,129.49,13893170
2021-12-15,131.31,133.03,129.05,130.75,130.84,9871058
2021-12-16,130.41,130.96,128.81,130.76,130.59,11286846
2021-12-17,133.69,136.96,131.0,133.75,133.53,6310074
2021-12-18,134.38,134.79,132.31,134.16,134.08,2519598
2021-12-19,134.8,136.79,132.01,134.67,134.77,11598093
2021-12-20,134.27,136.59,133.43,133.8,133.77,3659232
2021-12-21,133.46,136.33,130.18,133.75,133.69,1045807
2021-12-22,135.03,137.86,130.88,134.68,134.69,2435986
2021-12-23,130.02,131.27,127.44,130.19,129.96,1660501
2021-12-24,127.25,127.41,123.14,126.78,126.84,2558274
2021-12-25,129.16,132.0,128.07,128.77,128.82,14211492
2021-12-26,128.7,131.45,126.79,129.31,129.26,10035880
2021-12-27,129.64,132.91,126.56,128.94,129.07,5732369
2021-12-28,128.74,132.29,126.44,129.09,128.94,12572682
2021-12-29,130.61,133.94,128.44,130.09,130.23,3938287
2021-12-30,129.02,130.97,127.4,128.79,128.81,4764993
2021-12-31,128.05,129.42,126.29,126.89,126.84,1309963
2022-01-01,127.34,130.54,125.77,127.48,127.48,5091701
2022-01-02,124.87,126.85,124.16,125.09,125.08,2183493
2022-01-03,126.2,127.01,123.39,126.21,126.37,5741882
2022-01-04,121.83,125.16,120.97,122.02,121.89,10811879
2022-01-05,125.12,128.45,124.29,124.63,124.53,5618219
2022-01-06,124.89,127.73,122.76,125.9,126.03,7466780
2022-01-07,125.98,127.05,123.68,126.65,126.57,11095837
2022-01-08,128.55,130.82,125.17,129.24,129.36,13438785
2022-01-09,134.28,137.55,131.28,133.65,133.87,12129544
2022-01-10,137.63,141.37,134.96,136.47,136.41,2551726
2022-01-11,131.48,132.46,128.29,131.55,131.64,14426433
2022-01-12,128.18,128.67,126.04,128.29,128.14,11895584
2022-01-13,126.83,130.19,126.37,126.79,126.88,5391649
2022-01-14,127.69,129.26,124.75,126.96,126.98,3900203
2022-01-15,127.78,130.52,124.28,128.37,128.43,2650870
2022-01-16,126.76,130.45,125.03,126.61,126.53,8062215
2022-01-17,127.81,128.18,125.97,127.19,126.97,8559012
2022-01-18,125.68,128.17,124.72,125.37,125.43,4620597
2022-01-19,124.05,124.44,123.26,123.93,123.68,6519803
2022-01-20,121.15,122.59,118.91,120.55,120.51,6687136
2022-01-21,116.82,121.3,114.68,118.42,118.53,8789573
2022-01-22,115.7,117.27,114.92,115.31,115.33,10196670
2022-01-23,112.78,116.54,109.6,113.15,113.37,12377767
2022-01-24,114.57,117.62,111.94,115.63,115.74,14222636
2022-01-25,113.81,114.99,111.48,113.52,113.45,1667538
2022-01-26,120.41,121.3,116.6,119.59,119.59,5607455
2022-01-27,120.78,122.22,120.38,120.87,120.86,3013338
2022-01-28,121.99,123.43,119.61,121.41,121.22,12466986
2022-01-29,120.39,120.75,117.12,119.42,119.31,5872691
2022-01-30,121.99,123.42,118.16,121.19,121.12,3062624
2022-01-31,120.88,122.62,117.05,119.89,119.65,14033981
2022-02-01,120.73,123.38,119.19,120.28,120.29,11335783
2022-02-02,126.58,129.12,122.96,126.54,126.5,5261663
2022-02-03,125.38,129.12,124.8,126.39,126.18,3300612
2022-02-04,129.24,129.56,125.83,129.4,129.45,5010768
2022-02-05,127.15,128.62,123.44,127.68,127.78,11431357
2022-02-06,129.08,131.69,126.91,127.7,127.73,2325831
2022-02-07,132.21,134.31,129.3,132.32,132.28,8503416
2022-02-08,130.85,131.0,130.48,130.77,130.85,14367593
2022-02-09,135.99,139.3,133.88,135.61,135.71,13869217
2022-02-10,137.67,140.89,135.44,137.64,137.68,10293960
2022-02-11,137.36,139.68,133.77,136.2,136.09,10279863
2022-02-12,137.61,138.44,133.73,138.03,138.07,11348630
2022-02-13,140.97,144.24,137.94,140.83,141.0,12664802
2022-02-14,142.16,145.25,140.04,142.69,142.61,11667206
2022-02-15,137.41,141.6,134.05,138.33,138.62,14000142
2022-02-16,136.01,139.54,132.12,136.43,136.35,2881397
2022-02-17,135.83,139.16,135.61,135.86,135.86,4911251
2022-02-18,135.47,137.94,131.48,135.77,135.68,13994289
2022-02-19,137.08,138.26,136.6,137.56,137.59,11069272
2022-02-20,137.19,140.99,133.81,138.16,137.92,4546434
2022-02-21,134.52,137.14,133.3,134.58,134.51,11867451
2022-02-22,134.69,138.77,134.04,135.71,135.56,1762557
2022-02-23,138.0,138.82,135.59,137.48,137.5,6267382
2022-02-24,139.18,140.11,136.39,139.13,139.26,13618669
2022-02-25,141.21,146.06,139.51,142.24,142.34,9167575
2022-02-26,144.51,148.02,144.13,144.73,144.39,3719713
2022-02-27,145.63,150.17,142.95,146.18,146.47,13535085
2022-02-28,146.32,149.69,142.12,146.09,146.13,9971541
2022-03-01,142.3,144.91,139.64,141.35,141.24,8188106
2022-03-02,141.34,145.53,140.31,142.68,142.7,1321199
2022-03-03,143.47,147.31,141.4,143.39,143.41,6362695
2022-03-04,144.16,146.85,143.82,144.28,144.18,10315110
2022-03-05,141.18,143.91,137.22,140.71,140.74,4829994
2022-03-06,137.93,138.69,134.34,137.78,137.7,10800354
2022-03-07,140.26,142.87,137.73,140.79,140.74,3429488
2022-03-08,140.57,143.86,138.99,140.79,140.7,14329543
2022-03-09,142.26,144.09,138.82,142.83,142.62,8392053
2022-03-10,143.79,144.78,140.58,143.02,143.04,1029092
2022-03-11,143.24,144.68,139.65,143.22,143.3,6113050
2022-03-12,147.41,148.59,143.2,146.02,146.1,8709019
2022-03-13,144.59,145.68,141.16,144.63,144.75,1657191
2022-03-14,144.51,146.96,141.86,145.03,145.07,11776415
2022-03-15,142.71,147.73,140.86,143.8,143.73,1883435
2022-03-16,141.38,144.91,137.31,142.67,142.79,5081534
2022-03-17,140.78,142.81,138.43,141.9,141.71,11279184
2022-03-18,142.83,143.3,140.0,142.64,142.51,9260768
2022-03-19,141.75,144.75,140.35,141.39,141.25,4509934
2022-03-20,143.91,146.81,141.15,145.06,145.21,12847987
2022-03-21,143.21,146.77,140.07,142.58,142.71,8988597
2022-03-22,141.81,145.02,140.91,142.16,142.23,1207580
2022-03-23,141.12,144.52,140.64,141.02,141.17,1769032
2022-03-24,146.39,147.69,142.52,145.21,145.09,11061600
2022-03-25,146.56,149.65,142.52,145.9,145.95,14130864
2022-03-26,148.83,150.32,146.42,149.03,149.01,4772380
2022-03-27,144.08,148.81,142.98,144.72,144.84,13747156
2022-03-28,144.04,148.44,141.11,145.61,145.59,9865465
2022-03-29,147.78,149.86,147.29,148.32,148.26,14695828
2022-03-30,148.52,149.99,146.47,148.68,148.76,11048708
2022-03-31,151.22,152.96,150.35,151.97,152.1,9399625
2022-04-01,150.42,153.7,149.46,150.52,150.42,7065925
2022-04-02,154.94,156.08,153.82,154.88,154.87,4931895
2022-04-03,161.94,165.09,159.96,162.12,161.95,4100786
2022-04-04,160.55,162.47,160.16,161.08,160.67,8285880
2022-04-05,159.91,163.14,157.77,159.77,159.8,3651788
2022-04-06,164.91,168.97,161.94,164.54,164.64,12944000
2022-04-07,168.95,173.88,166.41,169.87,169.92,11757395
2022-04-08,169.42,173.33,166.2,168.23,167.9,1209720
2022-04-09,166.87,168.03,162.64,166.95,166.89,3218222
2022-04-10,166.16,166.75,165.28,166.15,165.78,4990919
2022-04-11,162.38,165.84,159.28,161.81,162.03,9302089
2022-04-12,159.15,161.01,158.52,158.97,158.79,4015624
2022-04-13,156.65,158.77,155.42,155.9,156.1,7553968
2022-04-14,153.85,154.15,150.92,153.63,153.78,13525800
2022-04-15,153.18,154.96,150.51,153.65,153.51,11520770
2022-04-16,154.77,155.08,150.4,154.49,154.32,13505994
2022-04-17,158.49,163.63,155.77,159.41,159.46,8900171
2022-04-18,156.44,157.7,151.84,156.35,156.22,2695625
2022-04-19,159.53,162.29,159.14,159.55,159.57,9283032
2022-04-20,158.83,159.34,158.22,159.0,158.92,14361840
2022-04-21,158.87,162.2,158.5,158.97,158.69,11350768
2022-04-22,159.72,162.91,158.71,161.24,160.88,11123480
2022-04-23,157.32,162.02,154.69,157.75,157.79,11040330
2022-04-24,159.16,163.41,155.95,159.08,158.99,13620405
2022-04-25,159.87,161.54,159.37,159.74,159.65,8016611
2022-04-26,160.61,165.82,156.04,161.44,161.55,4837478
2022-04-27,163.53,168.42,158.37,162.5,162.69,5024537
2022-04-28,169.87,174.87,168.24,170.61,170.57,3780877
2022-04-29,169.39,173.71,168.03,168.57,168.52,12008998
2022-04-30,167.27,168.65,165.93,166.92,167.0,4031863
2022-05-01,164.44,167.9,163.67,164.97,164.75,2150311
2022-05-02,164.72,165.21,162.52,163.27,163.31,2595776
2022-05-03,160.36,161.93,157.79,161.32,161.41,11457143
2022-05-04,166.04,171.02,163.94,165.29,165.4,4117173
2022-05-05,170.96,172.75,168.18,170.11,169.78,9051964
2022-05-06,167.74,172.13,162.76,168.31,168.18,5825885
2022-05-07,166.79,170.86,162.19,165.64,165.49,4244811
2022-05-08,167.13,171.67,162.36,167.33,167.35,6880823
2022-05-09,165.86,170.82,164.77,165.62,165.7,4033932
2022-05-10,168.07,169.41,165.82,167.85,168.1,1621747
2022-05-11,168.55,169.03,165.67,168.66,168.58,11884510
2022-05-12,164.35,166.47,163.16,163.69,163.61,12233125
2022-05-13,169.55,170.36,168.69,168.88,169.08,2281258
2022-05-14,173.55,175.37,170.01,175.08,175.14,5623190
2022-05-15,174.21,176.2,169.68,173.08,173.3,5423475
2022-05-16,170.45,175.95,168.25,171.88,171.93,12908175
2022-05-17,173.89,176.92,170.37,173.0,172.8,5361862
2022-05-18,175.27,177.04,172.02,174.29,174.06,1983061
2022-05-19,175.76,180.26,175.46,176.73,176.45,1296412
2022-05-20,183.59,185.39,181.63,183.97,184.09,11960311
2022-05-21,182.45,183.73,181.33,183.47,183.69,11774240
2022-05-22,180.49,184.87,179.8,180.69,181.02,12275833
2022-05-23,175.58,179.2,170.53,175.85,175.99,12621468
2022-05-24,174.09,178.12,170.23,173.42,173.62,14926591
2022-05-25,174.58,174.95,169.6,173.44,173.34,12084171
2022-05-26,181.06,185.64,177.98,179.8,179.6,10886726
2022-05-27,177.59,181.46,175.38,178.09,178.24,11189439
2022-05-28,178.84,182.13,177.43,179.03,179.1,2594362
2022-05-29,177.6,182.53,176.93,179.11,179.13,13128822
2022-05-30,182.77,188.29,181.64,183.51,183.58,11457318
2022-05-31,193.86,197.36,188.28,192.93,192.99,13034921
2022-06-01,192.58,196.02,187.09,191.04,191.28,7318653
2022-06-02,188.15,194.95,184.98,189.32,189.57,10396313
2022-06-03,192.85,197.86,190.0,193.43,193.53,7400231
2022-06-04,196.19,198.93,190.75,196.22,196.38,9151496
2022-06-05,203.91,208.29,202.99,203.62,203.73,6040360
2022-06-06,205.33,208.7,203.45,206.16,206.07,8156065
2022-06-07,205.28,206.85,202.56,204.85,205.0,12171148
2022-06-08,206.94,211.23,202.04,207.43,207.14,8451062
2022-06-09,212.18,218.12,205.86,212.2,212.42,9705398
2022-06-10,216.44,222.49,214.13,215.85,215.59,11304803
2022-06-11,218.22,220.6,212.46,218.21,218.27,4547480
2022-06-12,222.55,226.68,216.97,223.04,222.85,4787415
2022-06-13,228.31,230.07,226.59,228.43,228.56,9434320
2022-06-14,234.83,241.95,231.87,234.93,234.92,11885249
2022-06-15,237.73,245.18,234.67,238.17,237.79,5528268
2022-06-16,237.26,242.27,230.29,237.56,237.66,3222494
2022-06-17,240.36,246.2,236.96,238.45,238.31,11052700
2022-06-18,245.08,250.41,238.49,244.39,244.61,13919409
